Player Name,Age,Market value,Left,Fee,Year,Club,Position
Sebastian Larsson,21,€400k,Birmingham,"End of loanJan 30, 2007",2006,Arsenal,midfielder
Carlos Vela,17,€3.00m,Celta de Vigo,"End of loanJun 30, 2006",2006,Arsenal,forward
Fabrice Muamba,19,€250k,Birmingham,"End of loanMay 1, 2007",2006,Arsenal,midfielder
Aleksandr Hleb,24,€7.50m,VfB Stuttgart,€15.00m,2005,Arsenal,midfielder
Theo Walcott,16,€2.50m,Southampton,€10.50m,2005,Arsenal,forward
Emmanuel Adebayor,21,€7.50m,Monaco,€10.00m,2005,Arsenal,forward
Alex Song,17,€1.25m,SC Bastia,€4.00m,2005,Arsenal,midfielder
Abou Diaby,19,€3.00m,AJ Auxerre,€3.00m,2005,Arsenal,midfielder
Carlos Vela,16,€1.00m,Guadalajara U20,€3.00m,2005,Arsenal,forward
Vito Mannone,17,-,Atalanta U19,€500k,2005,Arsenal,goalkeeper
Mart Poom,33,€1.00m,Sunderland,free transfer,2005,Arsenal,goalkeeper
Kerrea Gilbert,18,-,Arsenal U18,-,2005,Arsenal,defender
Fabrice Muamba,17,-,Arsenal U18,-,2005,Arsenal,midfielder
Jérémie Aliadière,23,€1.25m,Wolves,"End of loanMay 1, 2006",2005,Arsenal,forward
Jermaine Pennant,22,€4.00m,Birmingham,"End of loanJun 30, 2005",2005,Arsenal,forward
Sebastian Svärd,22,€700k,Bröndby IF,"End of loanJun 30, 2005",2005,Arsenal,midfielder
Jérémie Aliadière,22,€1.25m,Celtic,"End of loanAug 24, 2005",2005,Arsenal,forward
Jérémie Aliadière,22,€1.25m,West Ham,"End of loanJan 30, 2006",2005,Arsenal,forward
Graham Stack,24,€350k,Reading,"End of loanMay 1, 2006",2005,Arsenal,goalkeeper
David Bentley,21,€2.00m,Blackburn,"End of loanDec 1, 2005",2005,Arsenal,midfielder
Manuel Almunia,27,-,Celta de Vigo,€5.00m,2004,Arsenal,goalkeeper
Robin van Persie,20,-,Feyenoord,€4.50m,2004,Arsenal,forward
Emmanuel Eboué,21,€2.20m,KSK Beveren,€2.20m,2004,Arsenal,defender
Mathieu Flamini,20,-,Marseille,€480k,2004,Arsenal,midfielder
Arturo Lupoli,17,-,Parma FC Youth,€300k,2004,Arsenal,forward
Johan Djourou,17,-,Arsenal U18,-,2004,Arsenal,defender
Stephen Bradley,19,-,Arsenal U18,-,2004,Arsenal,midfielder
Quincy Owusu-Abeyie,18,-,Arsenal U18,-,2004,Arsenal,forward
Patrick Cregg,18,-,Arsenal U18,-,2004,Arsenal,midfielder
Cesc Fàbregas,17,-,Arsenal U18,-,2004,Arsenal,midfielder
Sebastian Larsson,19,-,Arsenal U18,-,2004,Arsenal,midfielder
Rami Shaaban,29,-,West Ham,"End of loanJun 30, 2004",2004,Arsenal,goalkeeper
Giovanni van Bronckhorst,29,-,Barcelona,"End of loanJun 30, 2004",2004,Arsenal,defender
Graham Stack,23,€350k,Millwall,"End of loanMay 9, 2005",2004,Arsenal,goalkeeper
Stathis Tavlaridis,24,-,LOSC Lille,"End of loanJun 30, 2004",2004,Arsenal,defender
Frank Simek,20,-,QPR,"End of loanNov 1, 2004",2004,Arsenal,defender
Frank Simek,20,-,Bournemouth,"End of loanMay 1, 2005",2004,Arsenal,defender
Igors Stepanovs,28,-,KSK Beveren,"End of loanJun 30, 2004",2004,Arsenal,defender
Sebastian Svärd,21,-,Stoke City,"End of loanJun 30, 2004",2004,Arsenal,midfielder
Stuart Taylor,24,€1.00m,Leicester,"End of loanDec 31, 2004",2004,Arsenal,goalkeeper
David Bentley,20,€2.00m,Norwich,"End of loanApr 1, 2005",2004,Arsenal,midfielder
Daniel Karbassiyoon,20,€150k,Ipswich,"End of loanMar 1, 2005",2004,Arsenal,defender
José Antonio Reyes,20,-,Sevilla FC,€20.00m,2003,Arsenal,forward
Philippe Senderos,18,-,Servette FC,€3.55m,2003,Arsenal,defender
Jens Lehmann,33,-,Bor. Dortmund,€3.50m,2003,Arsenal,goalkeeper
Gaël Clichy,18,-,Cannes,€375k,2003,Arsenal,defender
Daniel Karbassiyoon,18,-,Roanoke Star,free transfer,2003,Arsenal,defender
Michal Papadopulos,18,-,Banik Ostrava,loan transfer,2003,Arsenal,forward
David Bentley,18,-,Arsenal U18,-,2003,Arsenal,midfielder
Frank Simek,18,-,Arsenal U18,-,2003,Arsenal,defender
Stathis Tavlaridis,23,-,Portsmouth,"End of loanJun 30, 2003",2003,Arsenal,defender
Jermaine Pennant,21,-,Leeds,"End of loanMay 31, 2004",2003,Arsenal,forward
Juan,21,-,Millwall,"End of loanSep 1, 2003",2003,Arsenal,defender
Graham Stack,21,-,KSK Beveren,"End of loanJun 1, 2003",2003,Arsenal,goalkeeper
Liam Chilvers,22,-,Colchester Utd.,"End of loanMay 31, 2004",2003,Arsenal,defender
Sebastian Svärd,20,-,FC Copenhagen,"End of loanDec 1, 2003",2003,Arsenal,midfielder
Ólafur Ingi Skúlason,20,-,Fylkir,"End of loanAug 29, 2003",2003,Arsenal,midfielder
Moritz Volz,20,-,Fulham,"End of loanDec 31, 2003",2003,Arsenal,defender
Francis Jeffers,23,-,Everton,"End of loanMay 16, 2004",2003,Arsenal,forward
John Halls,21,-,KSK Beveren,"End of loanJun 30, 2003",2003,Arsenal,midfielder
Gilberto Silva,25,-,Atlético-MG,€9.00m,2002,Arsenal,midfielder
Pascal Cygan,28,-,LOSC Lille,€3.83m,2002,Arsenal,defender
Guillaume Warmuz,32,-,Lens,free transfer,2002,Arsenal,goalkeeper
Rami Shaaban,27,-,Djurgården,?,2002,Arsenal,goalkeeper
Ryan Garry,18,-,Arsenal U18,-,2002,Arsenal,defender
Justin Hoyte,18,-,Arsenal U18,-,2002,Arsenal,defender
Graham Barrett,21,-,Brighton,"End of loanMay 5, 2003",2002,Arsenal,forward
Moritz Volz,20,-,Wimbledon FC,"End of loanMay 31, 2003",2002,Arsenal,defender
Tomas Danilevicius,23,-,KSK Beveren,"End of loanJun 30, 2002",2002,Arsenal,forward
David Grondin,22,-,KSK Beveren,"End of loanJun 30, 2002",2002,Arsenal,defender
Liam Chilvers,21,-,Colchester Utd.,"End of loanMay 31, 2003",2002,Arsenal,defender
Liam Chilvers,21,-,KSK Beveren,"End of loanJan 15, 2003",2002,Arsenal,defender
Matthew Upson,23,-,Reading,"End of loanDec 8, 2002",2002,Arsenal,defender
Jermaine Pennant,20,-,Watford,"End of loanFeb 15, 2003",2002,Arsenal,forward
Giovanni van Bronckhorst,26,-,Rangers,€13.50m,2001,Arsenal,defender
Richard Wright,23,-,Ipswich,€9.00m,2001,Arsenal,goalkeeper
Edú Gaspar,23,-,Corinthians,€8.75m,2001,Arsenal,midfielder
Stathis Tavlaridis,21,-,Iraklis,€900k,2001,Arsenal,defender
Juan,19,-,São Paulo U20,€350k,2001,Arsenal,defender
Kolo Touré,20,-,ASEC Mimosas,€185k,2001,Arsenal,defender
Sol Campbell,26,-,Tottenham,free transfer,2001,Arsenal,defender
Ólafur Ingi Skúlason,18,-,Fylkir,free transfer,2001,Arsenal,midfielder
Junichi Inamoto,21,-,Gamba Osaka,loan transfer,2001,Arsenal,midfielder
Rohan Ricketts,18,-,Arsenal U18,-,2001,Arsenal,midfielder
Jermaine Pennant,18,-,Arsenal U18,-,2001,Arsenal,forward
Nicky Nicolau,17,-,Arsenal U18,-,2001,Arsenal,midfielder
Jérémie Aliadière,18,-,Arsenal U18,-,2001,Arsenal,forward
Moritz Volz,18,-,Arsenal U18,-,2001,Arsenal,defender
Graham Barrett,20,-,Colchester Utd.,"End of loanApr 21, 2002",2001,Arsenal,forward
Alexander Manninger,25,-,Fiorentina,"End of loanJun 30, 2002",2001,Arsenal,goalkeeper
David Grondin,21,-,Cannes,"End of loanJun 30, 2001",2001,Arsenal,defender
Ólafur Ingi Skúlason,18,-,Fylkir,"End of loanOct 19, 2001",2001,Arsenal,midfielder
Jermaine Pennant,19,-,Watford,"End of loanFeb 26, 2002",2001,Arsenal,forward
Liam Chilvers,20,-,Notts County,"End of loanFeb 1, 2002",2001,Arsenal,defender
Graham Barrett,20,-,Crewe Alexandra,"End of loanOct 11, 2001",2001,Arsenal,forward
Sylvain Wiltord,26,-,G. Bordeaux,€17.50m,2000,Arsenal,forward
Francis Jeffers,20,-,Everton,€15.30m,2000,Arsenal,forward
Laurén,23,-,RCD Mallorca,€10.70m,2000,Arsenal,defender
Robert Pirès,26,-,Marseille,€9.80m,2000,Arsenal,midfielder
Igors Stepanovs,24,-,Skonto,€1.50m,2000,Arsenal,defender
Tomas Danilevicius,21,-,Lausanne-Sport,€1.50m,2000,Arsenal,forward
Sebastian Svärd,17,-,KB (FCK II),free transfer,2000,Arsenal,midfielder
Guy Demel,19,-,Nîmes Olympique,free transfer,2000,Arsenal,defender
Liam Chilvers,18,-,Arsenal U18,-,2000,Arsenal,defender
Graham Stack,18,-,Arsenal U18,-,2000,Arsenal,goalkeeper
Stuart Taylor,19,-,Arsenal Res.,-,2000,Arsenal,goalkeeper
John Halls,18,-,Arsenal U18,-,2000,Arsenal,midfielder
Christopher Wreh,25,-,FC Den Bosch,"End of loanJun 30, 2000",2000,Arsenal,forward
Tomas Danilevicius,22,-,Dunfermline A.,"End of loanMay 31, 2001",2000,Arsenal,forward
Lee Canoville,19,-,Northampton,"End of loanFeb 1, 2001",2000,Arsenal,defender
David Grondin,20,-,Saint-Étienne,"End of loanJun 30, 2000",2000,Arsenal,defender
Alberto Méndez,25,-,Unterhaching,"End of loanJun 30, 2000",2000,Arsenal,midfielder
Matthew Upson,21,-,Nottm Forest,"End of loanDec 31, 2000",2000,Arsenal,defender
Matthew Upson,22,-,Crystal Palace,"End of loanMay 31, 2001",2000,Arsenal,defender
Stuart Taylor,20,-,Peterborough,"End of loanMar 15, 2001",2000,Arsenal,goalkeeper
Stuart Taylor,19,-,Crystal Palace,"End of loanOct 1, 2000",2000,Arsenal,goalkeeper
Graham Barrett,19,-,Bristol Rovers,"End of loanJan 10, 2001",2000,Arsenal,forward
Liam Chilvers,19,-,Northampton,"End of loanJan 23, 2001",2000,Arsenal,defender
Thierry Henry,21,-,Juventus,€16.10m,1999,Arsenal,forward
Davor Suker,31,-,Real Madrid,€5.40m,1999,Arsenal,forward
Oleg Luzhnyi,30,-,Dynamo Kyiv,€2.75m,1999,Arsenal,defender
Stefan Malz,27,-,1860 Munich,€1.15m,1999,Arsenal,defender
Sylvinho,25,-,Corinthians,free transfer,1999,Arsenal,defender
Rhys Weston,18,-,Arsenal U18,-,1999,Arsenal,defender
Ashley Cole,18,-,Arsenal Res.,-,1999,Arsenal,defender
Tommy Black,20,-,Bristol City,"End of loanDec 31, 1999",1999,Arsenal,midfielder
Alberto Méndez,24,-,AEK Athens,"End of loanJun 30, 1999",1999,Arsenal,midfielder
Brian McGovern,19,-,QPR,"End of loanFeb 1, 2000",1999,Arsenal,defender
Stephen Hughes,23,-,Fulham,"End of loanDec 31, 1999",1999,Arsenal,midfielder
Christopher Wreh,24,-,AEK Athens,"End of loanJun 30, 1999",1999,Arsenal,forward
Christopher Wreh,24,-,Birmingham,"End of loanDec 14, 1999",1999,Arsenal,forward
Ashley Cole,19,-,Crystal Palace,"End of loanMay 8, 2000",1999,Arsenal,defender
Ömer Rıza,19,-,ADO Den Haag,"End of loanJun 30, 1999",1999,Arsenal,forward
Tommy Black,19,-,Carlisle United,"End of loanSep 1, 1999",1999,Arsenal,midfielder
Paolo Vernazza,20,-,Portsmouth,"End of loanMar 1, 2000",1999,Arsenal,midfielder
Nwankwo Kanu,22,-,Inter,€6.25m,1998,Arsenal,forward
Freddie Ljungberg,21,-,Halmstads BK,€4.50m,1998,Arsenal,midfielder
Kaba Diawara,23,-,G. Bordeaux,€3.00m,1998,Arsenal,forward
Nelson Vivas,28,-,FC Lugano,€2.20m,1998,Arsenal,defender
David Grondin,18,-,Saint-Étienne,?,1998,Arsenal,defender
Fabián Caballero,20,-,Cerro Porteño,loan transfer,1998,Arsenal,forward
David Livermore,18,-,Arsenal U18,-,1998,Arsenal,midfielder
Lee Canoville,17,-,Arsenal U18,-,1998,Arsenal,defender
Tommy Black,18,-,Arsenal U18,-,1998,Arsenal,midfielder
Michael Black,21,-,Arsenal Res.,-,1998,Arsenal,forward
Ömer Rıza,18,-,Arsenal U18,-,1998,Arsenal,forward
Graham Barrett,16,-,Arsenal U18,-,1998,Arsenal,forward
Jason Crowe,20,-,Crystal Palace,"End of loanDec 31, 1998",1998,Arsenal,defender
Vince Bartram,29,-,Huddersfield,"End of loanJun 30, 1998",1998,Arsenal,goalkeeper
Paolo Vernazza,19,-,Ipswich,End of loan-,1998,Arsenal,midfielder
Marc Overmars,24,-,Ajax,€7.50m,1997,Arsenal,forward
Gilles Grimandi,26,-,Monaco,€3.75m,1997,Arsenal,midfielder
Emmanuel Petit,26,-,Monaco,€3.75m,1997,Arsenal,midfielder
Matthew Upson,18,-,Luton,€2.80m,1997,Arsenal,defender
Luís Boa Morte,19,-,Sporting CP,€2.40m,1997,Arsenal,midfielder
Alexander Manninger,20,-,Grazer AK,€1.45m,1997,Arsenal,goalkeeper
Alberto Méndez,22,-,1.SC Feucht,€375k,1997,Arsenal,midfielder
Jehad Muntasser,18,-,Pro Sesto,free transfer,1997,Arsenal,midfielder
Brian McGovern,17,-,Cherry Orchard FC,?,1997,Arsenal,defender
Christopher Wreh,22,-,Guingamp,?,1997,Arsenal,forward
Paolo Vernazza,17,-,Arsenal U18,-,1997,Arsenal,midfielder
Gavin McGowan,20,-,Luton,"End of loanOct 5, 1996",1997,Arsenal,defender
Chris Kiwomya,27,-,Le Havre AC,"End of loanJun 30, 1997",1997,Arsenal,forward
Chris Kiwomya,27,-,Selangor FC,"End of loanNov 1, 1997",1997,Arsenal,forward
Glenn Helder,28,-,Benfica,"End of loanJun 30, 1997",1997,Arsenal,forward
Adrian Clarke,22,-,Southend United,"End of loanJun 30, 1997",1997,Arsenal,midfielder
Patrick Vieira,20,-,Milan,€5.35m,1996,Arsenal,midfielder
Nicolas Anelka,17,-,Paris SG,€760k,1996,Arsenal,forward
John Lukic,35,-,Leeds,free transfer,1996,Arsenal,goalkeeper
Rémi Garde,30,-,R. Strasbourg,?,1996,Arsenal,midfielder
Gavin McGowan,20,-,Arsenal Res.,-,1996,Arsenal,defender
Jason Crowe,17,-,Arsenal U18,-,1996,Arsenal,defender
Gavin McGowan,21,-,Luton,"End of loanApr 5, 1997",1996,Arsenal,defender
Adrian Clarke,22,-,Rotherham,"End of loanDec 1, 1996",1996,Arsenal,midfielder
Dennis Bergkamp,26,-,Inter,€11.25m,1995,Arsenal,forward
David Platt,29,-,Sampdoria,€7.10m,1995,Arsenal,midfielder
Roy O'Brien,20,-,Unknown,?,1995,Arsenal,midfielder
Stephen Hughes,18,-,Arsenal U18,-,1995,Arsenal,midfielder
Paul Read,-,-,Southend United,End of loan,1995,Arsenal,forward
Paul Shaw,22,-,Peterborough,"End of loanMay 31, 1996",1995,Arsenal,forward
Paul Shaw,22,-,Cardiff,"End of loanOct 20, 1995",1995,Arsenal,forward
John Hartson,19,-,Luton,€3.75m,1994,Arsenal,forward
Chris Kiwomya,25,-,Ipswich,€2.25m,1994,Arsenal,forward
Stefan Schwarz,25,-,Benfica,€1.00m,1994,Arsenal,midfielder
Lee Harper,22,-,Sittingbourne FC,€180k,1994,Arsenal,goalkeeper
Vince Bartram,25,-,Bournemouth,?,1994,Arsenal,goalkeeper
Glenn Helder,26,-,Vitesse,?,1994,Arsenal,forward
Paul Read,-,-,Arsenal Res.,-,1994,Arsenal,forward
Matthew Rose,18,-,Arsenal U18,-,1994,Arsenal,defender
Paul Read,-,-,Leyton Orient,End of loan,1994,Arsenal,forward
Scott Marshall,21,-,Sheff Utd,End of loan-,1994,Arsenal,defender
Jimmy Carter,29,-,Oxford United,"End of loanDec 31, 1994",1994,Arsenal,forward
Paul Shaw,21,-,Burnley,"End of loanMay 31, 1995",1994,Arsenal,forward
Eddie McGoldrick,28,-,Crystal Palace,€1.28m,1993,Arsenal,forward
Adrian Clarke,18,-,Arsenal Res.,-,1993,Arsenal,midfielder
John Bacon,20,-,Derry City,"End of loanJun 1, 1993",1993,Arsenal,forward
Paul Dickov,21,-,Brighton,"End of loanMay 1, 1994",1993,Arsenal,forward
Paul Dickov,21,-,Luton,"End of loanDec 1, 1993",1993,Arsenal,forward
Moussa Diaby,24,€50.00m,B. Leverkusen,€55.00m,2023,Aston Villa,forward
Pau Torres,26,€45.00m,Villarreal,€33.00m,2023,Aston Villa,defender
Morgan Rogers,21,€2.80m,Middlesbrough,€9.40m,2023,Aston Villa,forward
Kosta Nedeljkovic,18,€2.50m,Red Star,€7.60m,2023,Aston Villa,defender
Nicolò Zaniolo,24,€27.00m,Galatasaray,Loan fee:€5.00m,2023,Aston Villa,midfielder
Joe Gauci,23,€550k,Adelaide United,€1.50m,2023,Aston Villa,goalkeeper
Youri Tielemans,26,€25.00m,Leicester,free transfer,2023,Aston Villa,midfielder
Lino Sousa,19,€2.00m,Arsenal U21,?,2023,Aston Villa,defender
Kaine Kesler-Hayden,21,€2.20m,Aston Villa U21,-,2023,Aston Villa,defender
Filip Marschall,20,-,Aston Villa U21,-,2023,Aston Villa,goalkeeper
Clément Lenglet,28,€10.00m,Barcelona,loan transfer,2023,Aston Villa,defender
Wesley Moraes,26,€3.00m,Levante,"End of loanJun 30, 2023",2023,Aston Villa,forward
Lino Sousa,19,€2.00m,Plymouth,"End of loanMay 31, 2024",2023,Aston Villa,defender
Viljami Sinisalo,22,€600k,Exeter City,"End of loanMay 31, 2024",2023,Aston Villa,goalkeeper
Morgan Sanson,28,€6.00m,R. Strasbourg,"End of loanJun 30, 2023",2023,Aston Villa,midfielder
Filip Marschall,21,€800k,MK Dons,"End of loanMay 31, 2024",2023,Aston Villa,goalkeeper
Diego Carlos,29,€40.00m,Sevilla FC,€31.00m,2022,Aston Villa,defender
Philippe Coutinho,30,€20.00m,Barcelona,€20.00m,2022,Aston Villa,midfielder
Jhon Durán,19,€6.00m,Chicago,€16.64m,2022,Aston Villa,forward
Leander Dendoncker,27,€28.00m,Wolves,€15.00m,2022,Aston Villa,midfielder
Álex Moreno,29,€20.00m,Real Betis,€13.50m,2022,Aston Villa,defender
Robin Olsen,32,€2.00m,AS Roma,€3.50m,2022,Aston Villa,goalkeeper
Ludwig Augustinsson,28,€5.00m,Sevilla FC,Loan fee:€500k,2022,Aston Villa,defender
Boubacar Kamara,22,€25.00m,Marseille,free transfer,2022,Aston Villa,midfielder
Jan Bednarek,26,€22.00m,Southampton,loan transfer,2022,Aston Villa,defender
Viljami Sinisalo,20,€200k,Aston Villa U21,-,2022,Aston Villa,goalkeeper
Viljami Sinisalo,21,€200k,Burton Albion,"End of loanJan 2, 2023",2022,Aston Villa,goalkeeper
Cameron Archer,21,€10.00m,Middlesbrough,"End of loanMay 31, 2023",2022,Aston Villa,forward
Mahmoud Trezeguet,27,€10.00m,Basaksehir,"End of loanJun 30, 2022",2022,Aston Villa,forward
Wesley Moraes,25,€6.00m,Internacional,"End of loanJul 23, 2022",2022,Aston Villa,forward
Jaden Philogene,21,€2.50m,Cardiff,"End of loanMay 31, 2023",2022,Aston Villa,forward
Lovre Kalinic,32,€2.00m,Hajduk Split,"End of loanJun 30, 2022",2022,Aston Villa,goalkeeper
Kortney Hause,27,€2.80m,Watford,"End of loanMay 31, 2023",2022,Aston Villa,defender
Tim Iroegbunam,19,€4.00m,QPR,"End of loanMay 31, 2023",2022,Aston Villa,midfielder
Anwar El Ghazi,27,€9.00m,Everton,"End of loanJun 30, 2022",2022,Aston Villa,forward
Marvelous Nakamba,29,€4.00m,Luton,"End of loanMay 31, 2023",2022,Aston Villa,midfielder
Frédéric Guilbert,27,€7.00m,R. Strasbourg,"End of loanJun 30, 2022",2022,Aston Villa,defender
Keinan Davis,25,€3.00m,Watford,"End of loanMay 31, 2023",2022,Aston Villa,forward
Bertrand Traoré,27,€14.00m,Basaksehir,"End of loanJan 31, 2023",2022,Aston Villa,forward
Emiliano Buendía,24,€35.00m,Norwich,€38.40m,2021,Aston Villa,forward
Leon Bailey,23,€35.00m,B. Leverkusen,€32.00m,2021,Aston Villa,forward
Lucas Digne,28,€30.00m,Everton,€30.00m,2021,Aston Villa,defender
Danny Ings,29,€22.00m,Southampton,€29.40m,2021,Aston Villa,forward
Ashley Young,35,€1.00m,Inter,free transfer,2021,Aston Villa,defender
Calum Chambers,27,€12.00m,Arsenal,free transfer,2021,Aston Villa,defender
Robin Olsen,32,€2.00m,AS Roma,loan transfer,2021,Aston Villa,goalkeeper
Axel Tuanzebe,23,€8.00m,Man Utd,loan transfer,2021,Aston Villa,defender
Philippe Coutinho,29,€18.00m,Barcelona,loan transfer,2021,Aston Villa,midfielder
Carney Chukwuemeka,17,€1.00m,Aston Villa U23,-,2021,Aston Villa,midfielder
Jaden Philogene,19,€500k,Aston Villa U23,-,2021,Aston Villa,forward
Cameron Archer,19,-,Aston Villa U23,-,2021,Aston Villa,forward
Tim Iroegbunam,18,-,Aston Villa U23,-,2021,Aston Villa,midfielder
Jed Steer,29,€600k,Luton,"End of loanMay 31, 2022",2021,Aston Villa,goalkeeper
Ally Samatta,28,€4.20m,Fenerbahce,"End of loanJun 30, 2021",2021,Aston Villa,forward
Cameron Archer,20,€6.00m,Preston,"End of loanMay 31, 2022",2021,Aston Villa,forward
Keinan Davis,24,€2.50m,Nottm Forest,"End of loanMay 31, 2022",2021,Aston Villa,forward
Frédéric Guilbert,26,€6.00m,R. Strasbourg,"End of loanJun 30, 2021",2021,Aston Villa,defender
Jaden Philogene,20,€3.00m,Stoke City,"End of loanMay 31, 2022",2021,Aston Villa,forward
Matt Targett,26,€17.00m,Newcastle,"End of loanMay 31, 2022",2021,Aston Villa,defender
Wesley Moraes,25,€10.00m,Club Brugge,"End of loanDec 31, 2021",2021,Aston Villa,forward
Conor Hourihane,31,€1.80m,Sheff Utd,"End of loanMay 31, 2022",2021,Aston Villa,midfielder
Ollie Watkins,24,€12.00m,Brentford,€34.00m,2020,Aston Villa,forward
Bertrand Traoré,25,€9.50m,Olympique Lyon,€18.40m,2020,Aston Villa,forward
Emiliano Martínez,28,€8.00m,Arsenal,€17.40m,2020,Aston Villa,goalkeeper
Morgan Sanson,26,€20.00m,Marseille,€15.80m,2020,Aston Villa,midfielder
Matty Cash,23,€4.80m,Nottm Forest,€15.75m,2020,Aston Villa,defender
Ross Barkley,26,€21.50m,Chelsea,loan transfer,2020,Aston Villa,midfielder
Jacob Ramsey,19,-,Aston Villa U23,-,2020,Aston Villa,midfielder
Andre Green,22,€1.80m,Charlton,"End of loanJul 31, 2020",2020,Aston Villa,forward
Scott Hogan,28,€3.20m,Birmingham,"End of loanJun 30, 2020",2020,Aston Villa,forward
Lovre Kalinic,30,€2.80m,Toulouse,"End of loanJun 30, 2020",2020,Aston Villa,goalkeeper
James Bree,22,€1.20m,Luton,"End of loanJul 23, 2020",2020,Aston Villa,defender
Conor Hourihane,30,€4.50m,Swansea,"End of loanMay 31, 2021",2020,Aston Villa,midfielder
Wesley Moraes,22,€20.00m,Club Brugge,€25.00m,2019,Aston Villa,forward
Tyrone Mings,26,€5.00m,Bournemouth,€22.30m,2019,Aston Villa,defender
Douglas Luiz,21,€2.50m,Man City,€16.80m,2019,Aston Villa,midfielder
Matt Targett,23,€7.00m,Southampton,€15.50m,2019,Aston Villa,defender
Ezri Konsa,21,€3.50m,Brentford,€13.30m,2019,Aston Villa,defender
Marvelous Nakamba,25,€6.50m,Club Brugge,€12.00m,2019,Aston Villa,midfielder
Ally Samatta,27,€12.00m,KRC Genk,€10.50m,2019,Aston Villa,forward
Mahmoud Trezeguet,24,€6.00m,Kasimpasa,€10.00m,2019,Aston Villa,forward
Anwar El Ghazi,24,€7.50m,LOSC Lille,€9.00m,2019,Aston Villa,forward
Tom Heaton,33,€3.00m,Burnley,€8.80m,2019,Aston Villa,goalkeeper
Björn Engels,24,€6.00m,Stade Reims,€8.00m,2019,Aston Villa,defender
Jota Peleteiro,28,€5.00m,Birmingham,€4.50m,2019,Aston Villa,forward
Kortney Hause,23,€1.00m,Wolves,€3.40m,2019,Aston Villa,defender
Pepe Reina,37,€800k,AC Milan,Loan fee:€400k,2019,Aston Villa,goalkeeper
Borja Bastón,27,€4.00m,Swansea,free transfer,2019,Aston Villa,forward
Danny Drinkwater,29,€6.00m,Chelsea,loan transfer,2019,Aston Villa,midfielder
James Chester,31,€2.40m,Stoke City,"End of loanMay 31, 2020",2019,Aston Villa,defender
Scott Hogan,27,€3.00m,Stoke City,"End of loanJan 28, 2020",2019,Aston Villa,forward
Gary Gardner,27,€2.00m,Birmingham,"End of loanJun 30, 2019",2019,Aston Villa,midfielder
Frédéric Guilbert,24,€6.00m,SM Caen,"End of loanJun 30, 2019",2019,Aston Villa,defender
Ritchie De Laet,30,€1.30m,Melbourne City,"End of loanJun 30, 2019",2019,Aston Villa,defender
Andre Green,21,€2.00m,Preston,"End of loanJan 1, 2020",2019,Aston Villa,forward
Jordan Ayew,23,€6.00m,FC Lorient,€12.00m,2015,Aston Villa,forward
Jordan Amavi,21,€4.00m,OGC Nice,€11.00m,2015,Aston Villa,defender
Adama Traoré,19,€5.00m,Barcelona B,€10.00m,2015,Aston Villa,forward
Jordan Veretout,22,€8.00m,FC Nantes,€10.00m,2015,Aston Villa,midfielder
Idrissa Gueye,25,€7.50m,LOSC Lille,€9.00m,2015,Aston Villa,midfielder
Rudy Gestede,26,€3.50m,Blackburn,€8.50m,2015,Aston Villa,forward
Scott Sinclair,26,€3.50m,Man City,€3.50m,2015,Aston Villa,forward
