Player Name,Age,Position,Market value,Joined,Fee,Year,Club
Rob Elliot,20,goalkeeper,-,Accrington,loan transfer,2006,Charlton
Simon Walton,18,midfielder,-,Ipswich,loan transfer,2006,Charlton
Simon Walton,19,midfielder,-,Cardiff,loan transfer,2006,Charlton
Lloyd Sam,21,forward,-,Sheff Wed,loan transfer,2006,Charlton
Lloyd Sam,22,forward,-,Southend United,loan transfer,2006,Charlton
Gonçalo Brandão,19,defender,-,Belenenses,"End of loanJun 30, 2006",2006,Charlton
Radostin Kishishev,32,midfielder,-,Leeds,loan transfer,2006,Charlton
Omar Pouso,26,midfielder,-,Peñarol,"End of loanDec 1, 2006",2006,Charlton
Scott Carson,21,goalkeeper,€200k,Liverpool,"End of loanJul 8, 2007",2006,Charlton
Alex Song,19,midfielder,-,Arsenal,"End of loanMay 14, 2007",2006,Charlton
Danny Murphy,28,midfielder,-,Tottenham,€3.21m,2005,Charlton
Paul Konchesky,24,defender,-,West Ham,€2.25m,2005,Charlton
Dean Kiely,35,goalkeeper,-,Portsmouth,€250k,2005,Charlton
Adam Gross,19,defender,-,Barnet,free transfer,2005,Charlton
Stacy Long,20,forward,-,Notts County,free transfer,2005,Charlton
Alex Varney,21,forward,-,Barnet,free transfer,2005,Charlton
Rob Elliot,19,goalkeeper,-,Accrington,loan transfer,2005,Charlton
James Walker,18,forward,-,Hartlepool,loan transfer,2005,Charlton
Francis Jeffers,24,forward,-,Rangers,loan transfer,2005,Charlton
Talal El Karkouri,29,defender,-,Al-Gharafa SC,loan transfer,2005,Charlton
Kelly Youga,20,defender,-,Bristol City,loan transfer,2005,Charlton
Darren Randolph,18,goalkeeper,€300k,Accrington,loan transfer,2005,Charlton
Mark Ricketts,21,midfielder,-,MK Dons,loan transfer,2005,Charlton
Osei Sankofa,20,defender,-,Bristol City,loan transfer,2005,Charlton
Barry Fuller,21,defender,-,Barnet,loan transfer,2005,Charlton
Jonatan Johansson,30,forward,-,Norwich,loan transfer,2005,Charlton
Kevin Lisbie,27,forward,-,Derby,loan transfer,2005,Charlton
Kevin Lisbie,26,forward,-,Norwich,loan transfer,2005,Charlton
Mark Fish,31,defender,-,Ipswich,loan transfer,2005,Charlton
Mark Fish,31,defender,-,Career break,-,2005,Charlton
Aleksey Smertin,30,midfielder,-,Chelsea,"End of loanFeb 1, 2006",2005,Charlton
Jonathan Spector,20,defender,-,Man Utd,"End of loanMay 1, 2006",2005,Charlton
Claus Jensen,27,midfielder,-,Fulham,€1.90m,2004,Charlton
Mathias Svensson,29,forward,-,Norwich,€50k,2004,Charlton
Simon Royce,33,goalkeeper,-,QPR,free transfer,2004,Charlton
Stephen Hughes,27,midfielder,-,Coventry,free transfer,2004,Charlton
Adrian Deane,21,midfielder,-,Crawley Town,free transfer,2004,Charlton
Sérgio Leite,24,goalkeeper,-,Ovarense,free transfer,2004,Charlton
Paul Rachubka,23,goalkeeper,-,Huddersfield,free transfer,2004,Charlton
Michael Turner,21,defender,-,Brentford,free transfer,2004,Charlton
Paolo Di Canio,36,forward,-,Lazio,free transfer,2004,Charlton
Chris Powell,35,defender,-,West Ham,free transfer,2004,Charlton
Graham Stuart,34,midfielder,-,Norwich,free transfer,2004,Charlton
Jamal Campbell-Ryce,21,forward,-,Chesterfield FC,free transfer,2004,Charlton
Rob Elliot,18,goalkeeper,-,Notts County,loan transfer,2004,Charlton
Simon Royce,33,goalkeeper,-,Luton,loan transfer,2004,Charlton
Paul Rachubka,23,goalkeeper,-,Northampton,loan transfer,2004,Charlton
Rob Elliot,18,goalkeeper,-,Bishop's St.,loan transfer,2004,Charlton
Paul Rachubka,23,goalkeeper,-,MK Dons,loan transfer,2004,Charlton
Gary Rowett,30,defender,-,Career break,-,2004,Charlton
Richard Rufus,29,defender,-,Retired,-,2004,Charlton
Scott Parker,23,midfielder,-,Chelsea,€14.50m,2003,Charlton
Jesper Blomqvist,29,midfielder,-,Djurgården,€500k,2003,Charlton
Chris Bart-Williams,29,midfielder,-,Ipswich,free transfer,2003,Charlton
Ben Roberts,28,goalkeeper,-,Brighton,free transfer,2003,Charlton
Mark DeBolla,20,forward,-,Chesterfield FC,free transfer,2003,Charlton
Robbie Mustoe,34,midfielder,-,Sheff Wed,free transfer,2003,Charlton
John Robinson,31,forward,-,Cardiff,free transfer,2003,Charlton
Chris Powell,34,defender,-,West Ham,free transfer,2003,Charlton
Neil McCafferty,19,midfielder,-,Cambridge Utd.,free transfer,2003,Charlton
Paul Robson,19,defender,-,Bridlington,free transfer,2003,Charlton
Mathias Svensson,28,forward,-,Derby,loan transfer,2003,Charlton
Paul Rachubka,22,goalkeeper,-,Huddersfield,loan transfer,2003,Charlton
Jamal Campbell-Ryce,20,forward,-,Wimbledon FC,loan transfer,2003,Charlton
Lloyd Sam,19,forward,-,Leyton Orient,loan transfer,2003,Charlton
Paul Rachubka,22,goalkeeper,-,Burnley,loan transfer,2003,Charlton
Paul Konchesky,22,defender,-,Tottenham,loan transfer,2003,Charlton
Tahar El Khalej,35,defender,-,Retired,-,2003,Charlton
Carlton Cole,20,forward,-,Chelsea,"End of loanMay 20, 2004",2003,Charlton
Kai Havertz,24,midfielder,€70.00m,Arsenal,€75.00m,2023,Chelsea
Mason Mount,24,midfielder,€35.00m,Man Utd,€64.20m,2023,Chelsea
Mateo Kovacic,29,midfielder,€30.00m,Man City,€29.10m,2023,Chelsea
Kalidou Koulibaly,32,defender,€9.00m,Al-Hilal,€23.00m,2023,Chelsea
Christian Pulisic,24,forward,€40.00m,AC Milan,€20.00m,2023,Chelsea
Ruben Loftus-Cheek,27,midfielder,€25.00m,AC Milan,€18.50m,2023,Chelsea
Edouard Mendy,31,goalkeeper,€8.00m,Al-Ahli,€18.50m,2023,Chelsea
Ethan Ampadu,22,midfielder,€16.00m,Leeds,€8.10m,2023,Chelsea
Romelu Lukaku,30,forward,€30.00m,AS Roma,Loan fee:€5.80m,2023,Chelsea
Armando Broja,22,forward,€22.00m,Fulham,Loan fee:€4.70m,2023,Chelsea
Callum Hudson-Odoi,22,forward,€18.00m,Nottm Forest,€3.50m,2023,Chelsea
Diego Moreira,19,forward,€3.00m,Olympique Lyon,Loan fee:€2.80m,2023,Chelsea
Ian Maatsen,21,defender,€40.00m,Bor. Dortmund,Loan fee:€2.30m,2023,Chelsea
Kepa Arrizabalaga,28,goalkeeper,€12.00m,Real Madrid,Loan fee:€1.00m,2023,Chelsea
Omari Hutchinson,19,forward,€7.00m,Ipswich,Loan fee:€1.00m,2023,Chelsea
Abdul Rahman Baba,29,defender,€2.00m,PAOK Salonika,free transfer,2023,Chelsea
Pierre-Emerick Aubameyang,34,forward,€5.00m,Marseille,free transfer,2023,Chelsea
César Azpilicueta,33,defender,€2.00m,Atlético Madrid,free transfer,2023,Chelsea
Tiemoué Bakayoko,29,midfielder,€2.00m,FC Lorient,free transfer,2023,Chelsea
N'Golo Kanté,32,midfielder,€9.00m,Al-Ittihad,free transfer,2023,Chelsea
Hakim Ziyech,30,forward,€9.00m,Galatasaray,loan transfer,2023,Chelsea
Andrey Santos,19,midfielder,€15.00m,Nottm Forest,loan transfer,2023,Chelsea
David Datro Fofana,21,forward,€12.00m,Burnley,loan transfer,2023,Chelsea
David Datro Fofana,20,forward,€12.00m,Union Berlin,loan transfer,2023,Chelsea
Cesare Casadei,20,midfielder,€10.00m,Leicester,loan transfer,2023,Chelsea
Lucas Bergström,21,goalkeeper,€700k,Brommapojkarna,loan transfer,2023,Chelsea
Lewis Hall,18,defender,€18.00m,Newcastle,loan transfer,2023,Chelsea
Gabriel Slonina,19,goalkeeper,€4.00m,KAS Eupen,loan transfer,2023,Chelsea
Andrey Santos,19,midfielder,€15.00m,R. Strasbourg,loan transfer,2023,Chelsea
Ângelo,18,forward,€15.00m,R. Strasbourg,loan transfer,2023,Chelsea
Denis Zakaria,26,midfielder,€25.00m,Juventus,"End of loanJun 30, 2023",2023,Chelsea
João Félix,23,forward,€30.00m,Atlético Madrid,"End of loanJun 30, 2023",2023,Chelsea
Timo Werner,26,forward,€17.00m,RB Leipzig,€20.00m,2022,Chelsea
Emerson,28,defender,€12.00m,West Ham,€15.40m,2022,Chelsea
Jorginho,31,midfielder,€12.00m,Arsenal,€11.30m,2022,Chelsea
Billy Gilmour,21,midfielder,€18.00m,Brighton,€8.30m,2022,Chelsea
Romelu Lukaku,29,forward,€30.00m,Inter,Loan fee:€7.86m,2022,Chelsea
Michy Batshuayi,28,forward,€8.50m,Fenerbahce,€3.50m,2022,Chelsea
Malang Sarr,23,defender,€4.00m,Monaco,Loan fee:€1.00m,2022,Chelsea
Kenedy,26,forward,€2.00m,Real Valladolid,€500k,2022,Chelsea
Antonio Rüdiger,29,defender,€25.00m,Real Madrid,free transfer,2022,Chelsea
Matt Miazga,27,defender,€2.50m,Cincinnati,free transfer,2022,Chelsea
Charly Musonda Jr.,25,forward,€300k,Levante,free transfer,2022,Chelsea
Andreas Christensen,26,defender,€40.00m,Barcelona,free transfer,2022,Chelsea
Jake Clarke-Salter,24,defender,€1.20m,QPR,free transfer,2022,Chelsea
Marcos Alonso,31,defender,€2.00m,Barcelona,free transfer,2022,Chelsea
Gabriel Slonina,18,goalkeeper,€4.00m,Chicago,loan transfer,2022,Chelsea
Andrey Santos,18,midfielder,€15.00m,Vasco da Gama,loan transfer,2022,Chelsea
Ethan Ampadu,21,midfielder,€16.00m,Spezia Calcio,loan transfer,2022,Chelsea
Levi Colwill,19,defender,€50.00m,Brighton,loan transfer,2022,Chelsea
Callum Hudson-Odoi,21,forward,€18.00m,B. Leverkusen,loan transfer,2022,Chelsea
Abdul Rahman Baba,28,defender,€2.00m,Reading,loan transfer,2022,Chelsea
Cesare Casadei,20,midfielder,€10.00m,Reading,loan transfer,2022,Chelsea
Ross Barkley,28,midfielder,€8.00m,Without Club,-,2022,Chelsea
Danny Drinkwater,32,midfielder,-,Without Club,-,2022,Chelsea
Malo Gusto,19,defender,€35.00m,Olympique Lyon,loan transfer,2022,Chelsea
Saúl Ñíguez,27,midfielder,€7.50m,Atlético Madrid,"End of loanJun 30, 2022",2022,Chelsea
Tammy Abraham,23,forward,€30.00m,AS Roma,€41.00m,2021,Chelsea
Kurt Zouma,26,defender,€25.00m,West Ham,€35.00m,2021,Chelsea
Fikayo Tomori,23,defender,€40.00m,AC Milan,€34.40m,2021,Chelsea
Marc Guéhi,21,defender,€38.00m,Crystal Palace,€23.34m,2021,Chelsea
Davide Zappacosta,29,midfielder,€6.00m,Atalanta BC,€7.00m,2021,Chelsea
Victor Moses,30,midfielder,€1.00m,Spartak Moscow,€5.00m,2021,Chelsea
Olivier Giroud,34,forward,€3.00m,AC Milan,€4.80m,2021,Chelsea
Tiemoué Bakayoko,27,midfielder,€2.00m,AC Milan,Loan fee:€3.00m,2021,Chelsea
Kenedy,25,forward,€2.00m,Flamengo,Loan fee:€500k,2021,Chelsea
Emerson,27,defender,€12.00m,Olympique Lyon,Loan fee:€500k,2021,Chelsea
Michy Batshuayi,27,forward,€8.50m,Besiktas,Loan fee:€150k,2021,Chelsea
Lewis Baker,26,midfielder,€1.80m,Stoke City,free transfer,2021,Chelsea
Izzy Brown,24,forward,-,Preston,free transfer,2021,Chelsea
Marco van Ginkel,28,midfielder,€750k,PSV Eindhoven,free transfer,2021,Chelsea
Danilo Pantic,24,midfielder,€300k,Partizan,free transfer,2021,Chelsea
Ethan Ampadu,20,midfielder,€16.00m,Venezia,loan transfer,2021,Chelsea
Jake Clarke-Salter,23,defender,€1.20m,Coventry,loan transfer,2021,Chelsea
Danny Drinkwater,31,midfielder,-,Reading,loan transfer,2021,Chelsea
Matt Miazga,26,defender,€2.50m,Alavés,loan transfer,2021,Chelsea
Abdul Rahman Baba,27,defender,€2.00m,Reading,loan transfer,2021,Chelsea
Billy Gilmour,20,midfielder,€18.00m,Norwich,loan transfer,2021,Chelsea
Jamal Blackman,27,goalkeeper,€175k,Without Club,-,2021,Chelsea
Willy Caballero,39,goalkeeper,-,Without Club,-,2021,Chelsea
Álvaro Morata,27,forward,€16.00m,Atlético Madrid,€35.00m,2020,Chelsea
Mario Pasalic,25,midfielder,€13.00m,Atalanta BC,€14.50m,2020,Chelsea
Nathan,24,midfielder,€1.20m,Atlético-MG,€3.00m,2020,Chelsea
Malang Sarr,21,defender,€4.00m,FC Porto,Loan fee:€2.00m,2020,Chelsea
Tiemoué Bakayoko,26,midfielder,€2.00m,SSC Napoli,Loan fee:€1.75m,2020,Chelsea
Fikayo Tomori,23,defender,€40.00m,AC Milan,Loan fee:€600k,2020,Chelsea
Victor Moses,29,midfielder,€1.00m,Spartak Moscow,Loan fee:€300k,2020,Chelsea
Willian,32,forward,€3.00m,Arsenal,free transfer,2020,Chelsea
Lucas Piazón,26,midfielder,€1.20m,SC Braga,free transfer,2020,Chelsea
Pedro,33,forward,€1.00m,AS Roma,free transfer,2020,Chelsea
Danilo Pantic,23,midfielder,€300k,FK Cukaricki,loan transfer,2020,Chelsea
Lewis Baker,25,midfielder,€1.80m,Trabzonspor,loan transfer,2020,Chelsea
Matt Miazga,25,defender,€2.50m,RSC Anderlecht,loan transfer,2020,Chelsea
Abdul Rahman Baba,26,defender,€2.00m,PAOK Salonika,loan transfer,2020,Chelsea
Davide Zappacosta,28,midfielder,€6.00m,Genoa,loan transfer,2020,Chelsea
Jamal Blackman,26,goalkeeper,€175k,Rotherham,loan transfer,2020,Chelsea
Izzy Brown,23,forward,-,Sheff Wed,loan transfer,2020,Chelsea
Ruben Loftus-Cheek,24,midfielder,€25.00m,Fulham,loan transfer,2020,Chelsea
Danny Drinkwater,30,midfielder,-,Kasimpasa,loan transfer,2020,Chelsea
Marc Guéhi,20,defender,€38.00m,Swansea,loan transfer,2020,Chelsea
Jake Clarke-Salter,23,defender,€1.20m,Birmingham,loan transfer,2020,Chelsea
Ethan Ampadu,19,midfielder,€16.00m,Sheff Utd,loan transfer,2020,Chelsea
Kenedy,24,forward,€2.00m,Granada CF,loan transfer,2020,Chelsea
Ross Barkley,26,midfielder,€8.00m,Aston Villa,loan transfer,2020,Chelsea
Michy Batshuayi,26,forward,€8.50m,Crystal Palace,loan transfer,2020,Chelsea
Marco van Ginkel,27,midfielder,€750k,PSV Eindhoven,loan transfer,2020,Chelsea
Eden Hazard,28,forward,-,Real Madrid,€120.80m,2019,Chelsea
Ola Aina,22,defender,€12.00m,Torino,€9.80m,2019,Chelsea
Tomas Kalas,26,defender,€800k,Bristol City,€9.00m,2019,Chelsea
David Luiz,32,defender,€400k,Arsenal,€8.70m,2019,Chelsea
Michael Hector,27,defender,€350k,Fulham,€5.90m,2019,Chelsea
Kenneth Omeruo,25,defender,€2.00m,CD Leganés,€5.00m,2019,Chelsea
Tiemoué Bakayoko,25,midfielder,€2.00m,Monaco,Loan fee:€3.00m,2019,Chelsea
Ethan Ampadu,18,midfielder,€16.00m,RB Leipzig,Loan fee:€650k,2019,Chelsea
Victor Moses,29,midfielder,€1.00m,Inter,Loan fee:€216k,2019,Chelsea
Eduardo,36,goalkeeper,-,SC Braga,free transfer,2019,Chelsea
Todd Kane,25,defender,€100k,QPR,free transfer,2019,Chelsea
Gary Cahill,33,defender,-,Crystal Palace,free transfer,2019,Chelsea
Jamal Blackman,26,goalkeeper,€175k,Bristol Rovers,loan transfer,2019,Chelsea
Jamal Blackman,25,goalkeeper,€175k,Vitesse,loan transfer,2019,Chelsea
Davide Zappacosta,27,midfielder,€6.00m,AS Roma,loan transfer,2019,Chelsea
Izzy Brown,22,forward,-,Luton,loan transfer,2019,Chelsea
Jake Clarke-Salter,21,defender,€1.20m,Birmingham,loan transfer,2019,Chelsea
Lewis Baker,24,midfielder,€1.80m,F. Düsseldorf,loan transfer,2019,Chelsea
Kenedy,23,forward,€2.00m,Getafe,loan transfer,2019,Chelsea
Danny Drinkwater,29,midfielder,-,Aston Villa,loan transfer,2019,Chelsea
Lucas Piazón,25,midfielder,€1.20m,Rio Ave,loan transfer,2019,Chelsea
Matt Miazga,24,defender,€2.50m,Reading,loan transfer,2019,Chelsea
Danilo Pantic,22,midfielder,€300k,Vidi FC,loan transfer,2019,Chelsea
Marc Guéhi,19,defender,€38.00m,Swansea,loan transfer,2019,Chelsea
Abdul Rahman Baba,25,defender,€2.00m,RCD Mallorca,loan transfer,2019,Chelsea
Danny Drinkwater,29,midfielder,-,Burnley,loan transfer,2019,Chelsea
Rob Green,39,goalkeeper,-,Retired,-,2019,Chelsea
Mateo Kovacic,25,midfielder,€30.00m,Real Madrid,"End of loanJun 30, 2019",2019,Chelsea
Gonzalo Higuaín,31,forward,-,Juventus,"End of loanJun 30, 2019",2019,Chelsea
Thibaut Courtois,26,goalkeeper,€28.00m,Real Madrid,€35.00m,2018,Chelsea
Álvaro Morata,26,forward,€16.00m,Atlético Madrid,Loan fee:€18.00m,2018,Chelsea
Cesc Fàbregas,31,midfielder,-,Monaco,€9.00m,2018,Chelsea
Kurt Zouma,23,defender,€25.00m,Everton,Loan fee:€7.90m,2018,Chelsea
Tiemoué Bakayoko,23,midfielder,€2.00m,AC Milan,Loan fee:€5.00m,2018,Chelsea
Michy Batshuayi,24,forward,€8.50m,Valencia,Loan fee:€3.00m,2018,Chelsea
Mario Pasalic,23,midfielder,€13.00m,Atalanta BC,Loan fee:€2.50m,2018,Chelsea
Michy Batshuayi,25,forward,€8.50m,Crystal Palace,Loan fee:€1.15m,2018,Chelsea
Kenneth Omeruo,24,defender,€2.00m,CD Leganés,Loan fee:€800k,2018,Chelsea
Ola Aina,21,defender,€12.00m,Torino,Loan fee:€600k,2018,Chelsea
Matt Miazga,23,defender,€2.50m,FC Nantes,Loan fee:€300k,2018,Chelsea
Matej Delac,25,goalkeeper,€300k,AC Horsens,free transfer,2018,Chelsea
Christian Pulisic,20,forward,€40.00m,Bor. Dortmund,loan transfer,2018,Chelsea
Eduardo,35,goalkeeper,-,Vitesse,loan transfer,2018,Chelsea
Izzy Brown,21,forward,-,Leeds,loan transfer,2018,Chelsea
Jamal Blackman,24,goalkeeper,€175k,Leeds,loan transfer,2018,Chelsea
Nathan,22,midfielder,€1.20m,Atlético-MG,loan transfer,2018,Chelsea
Charly Musonda Jr.,21,forward,€300k,Vitesse,loan transfer,2018,Chelsea
Matt Miazga,23,defender,€2.50m,Reading,loan transfer,2018,Chelsea
Fikayo Tomori,20,defender,€40.00m,Derby,loan transfer,2018,Chelsea
Michael Hector,26,defender,€350k,Sheff Wed,loan transfer,2018,Chelsea
Lewis Baker,23,midfielder,€1.80m,Leeds,loan transfer,2018,Chelsea
Todd Kane,24,defender,€100k,Hull City,loan transfer,2018,Chelsea
Abdul Rahman Baba,24,defender,€2.00m,Stade Reims,loan transfer,2018,Chelsea
Tammy Abraham,20,forward,€30.00m,Aston Villa,loan transfer,2018,Chelsea
Victor Moses,28,midfielder,€1.00m,Fenerbahce,loan transfer,2018,Chelsea
Jake Clarke-Salter,20,defender,€1.20m,Vitesse,loan transfer,2018,Chelsea
Lucas Piazón,25,midfielder,€1.20m,Chievo Verona,loan transfer,2018,Chelsea
Tomas Kalas,25,defender,€800k,Bristol City,loan transfer,2018,Chelsea
Lewis Baker,23,midfielder,€1.80m,Reading,loan transfer,2018,Chelsea
Wallace Oliveira,24,defender,-,Without Club,-,2018,Chelsea
Diego Costa,29,forward,€1.50m,Atlético Madrid,€60.00m,2017,Chelsea
Nemanja Matic,28,midfielder,€3.00m,Man Utd,€44.70m,2017,Chelsea
Nathan Aké,22,defender,€40.00m,Bournemouth,€22.80m,2017,Chelsea
Juan Cuadrado,29,midfielder,€1.00m,Juventus,€20.00m,2017,Chelsea
Asmir Begovic,30,goalkeeper,€300k,Bournemouth,€11.50m,2017,Chelsea
Bertrand Traoré,21,forward,€9.00m,Olympique Lyon,€10.00m,2017,Chelsea
Kurt Zouma,22,defender,€25.00m,Stoke City,Loan fee:€7.80m,2017,Chelsea
Christian Atsu,25,forward,-,Newcastle,€7.50m,2017,Chelsea
Nathaniel Chalobah,22,midfielder,€1.20m,Watford,€6.30m,2017,Chelsea
Charly Musonda Jr.,21,forward,€300k,Celtic,Loan fee:€2.50m,2017,Chelsea
Michy Batshuayi,24,forward,€8.50m,Bor. Dortmund,Loan fee:€1.50m,2017,Chelsea
Loïc Rémy,30,forward,-,UD Las Palmas,free transfer,2017,Chelsea
John Terry,36,defender,-,Aston Villa,free transfer,2017,Chelsea
Cristian Cuevas,22,forward,€750k,Huachipato,free transfer,2017,Chelsea
Danilo Pantic,20,midfielder,€300k,Partizan,loan transfer,2017,Chelsea
Jamal Blackman,23,goalkeeper,€175k,Sheff Utd,loan transfer,2017,Chelsea
Todd Kane,23,defender,€100k,FC Groningen,loan transfer,2017,Chelsea
Michael Hector,25,defender,€350k,Hull City,loan transfer,2017,Chelsea
Ruben Loftus-Cheek,21,midfielder,€25.00m,Crystal Palace,loan transfer,2017,Chelsea
Kenedy,21,forward,€2.00m,Newcastle,loan transfer,2017,Chelsea
Kenneth Omeruo,23,defender,€2.00m,Kasimpasa,loan transfer,2017,Chelsea
Fikayo Tomori,19,defender,€40.00m,Hull City,loan transfer,2017,Chelsea
Tammy Abraham,19,forward,€30.00m,Swansea,loan transfer,2017,Chelsea
Nathan,21,midfielder,€1.20m,Belenenses,loan transfer,2017,Chelsea
Abdul Rahman Baba,23,defender,€2.00m,FC Schalke 04,loan transfer,2017,Chelsea
Lewis Baker,22,midfielder,€1.80m,Middlesbrough,loan transfer,2017,Chelsea
Tomas Kalas,24,defender,€800k,Fulham,loan transfer,2017,Chelsea
Nathan,21,midfielder,€1.20m,Amiens SC,loan transfer,2017,Chelsea
Ola Aina,20,defender,€12.00m,Hull City,loan transfer,2017,Chelsea
Todd Kane,24,defender,€100k,Oxford United,loan transfer,2017,Chelsea
Mario Pasalic,22,midfielder,€13.00m,Spartak Moscow,loan transfer,2017,Chelsea
Oscar,25,midfielder,€4.50m,SH SIPG,€60.00m,2016,Chelsea
Mohamed Salah,24,forward,€55.00m,AS Roma,€15.00m,2016,Chelsea
Papy Djilobodji,27,defender,€500k,Sunderland,€9.50m,2016,Chelsea
Patrick Bamford,23,forward,€4.00m,Middlesbrough,€6.90m,2016,Chelsea
Juan Cuadrado,28,midfielder,€1.00m,Juventus,Loan fee:€5.00m,2016,Chelsea
Stipe Perica,20,forward,€450k,Udinese Calcio,€4.50m,2016,Chelsea
Marko Marin,27,midfielder,-,Olympiacos,€3.00m,2016,Chelsea
Bertrand Traoré,20,forward,€9.00m,Ajax,Loan fee:€2.00m,2016,Chelsea
Loïc Rémy,29,forward,-,Crystal Palace,Loan fee:€1.00m,2016,Chelsea
Mario Pasalic,21,midfielder,€13.00m,AC Milan,Loan fee:€1.00m,2016,Chelsea
Christian Atsu,24,forward,-,Newcastle,Loan fee:€500k,2016,Chelsea
Abdul Rahman Baba,22,defender,€2.00m,FC Schalke 04,Loan fee:€500k,2016,Chelsea
Branislav Ivanovic,32,defender,-,Zenit S-Pb,free transfer,2016,Chelsea
John Obi Mikel,29,midfielder,-,TJ Teda,free transfer,2016,Chelsea
Jamal Blackman,22,goalkeeper,€175k,Wycombe,loan transfer,2016,Chelsea
